STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,SNOW,TMAX,TMIN
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370415,0.04,0.0,59,44
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370416,0.00,0.0,59,39
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370417,0.00,0.0,64,51
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370418,0.00,0.0,71,49
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370419,0.00,0.0,76,42
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370420,0.00,0.0,63,48
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370421,0.59,0.0,53,41
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370422,0.00,0.0,65,33
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370423,0.00,0.0,79,46
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370424,0.07,0.0,72,38
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370425,0.07,0.0,40,34
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370426,0.01,0.0,51,36
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370427,0.02,0.0,49,41
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370428,0.08,0.0,58,41
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370429,0.11,0.0,62,47
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370430,0.64,0.0,69,55
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370501,0.01,0.0,69,46
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370502,0.59,0.0,62,53
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370503,0.14,0.0,67,52
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370504,0.11,0.0,69,52
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370505,0.01,0.0,71,48
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370506,0.00,0.0,69,43
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370507,0.00,0.0,68,44
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370508,0.00,0.0,77,47
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370509,0.00,0.0,64,47
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370510,0.00,0.0,69,43
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370511,0.19,0.0,71,46
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370512,0.49,0.0,74,54
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370513,0.00,0.0,64,46
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370514,0.00,0.0,55,44
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370515,0.10,0.0,55,39
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370516,0.01,0.0,69,48
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370517,0.00,0.0,74,46
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370518,0.15,0.0,65,52
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370519,0.00,0.0,68,44
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370520,0.50,0.0,74,45
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370521,0.18,0.0,77,59
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370522,0.00,0.0,69,51
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370523,0.00,0.0,75,51
GHCND:USC00134101,IOWA CITY IA US,237.7,41.65,-91.55,19370524,0.00,0.0,78,51
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370525,0.26,0.0,72,61
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370526,0.41,0.0,79,61
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370527,0.68,0.0,74,59
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370528,0.00,0.0,81,60
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370529,0.00,0.0,88,67
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370530,0.00,0.0,88,69
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370531,0.00,0.0,86,68
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370601,0.00,0.0,78,57
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370602,0.03,0.0,74,61
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370603,0.00,0.0,76,53
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370604,0.00,0.0,73,62
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370605,0.45,0.0,77,64
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370606,0.00,0.0,69,50
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370607,0.00,0.0,73,47
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370608,0.10,0.0,69,53
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370609,0.03,0.0,62,48
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370610,0.00,0.0,72,42
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370611,0.00,0.0,76,50
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370612,0.00,0.0,80,54
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370613,0.58,0.0,81,61
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370614,0.18,0.0,76,60
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370615,0.00,0.0,79,57
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370616,0.07,0.0,74,62
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370617,0.00,0.0,80,54
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370618,0.00,0.0,78,56
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370619,0.43,0.0,86,64
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370620,0.00,0.0,91,75
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370621,0.00,0.0,86,69
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370622,0.00,0.0,84,59
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370623,0.00,0.0,92,61
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370624,0.00,0.0,97,76
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370625,0.00,0.0,95,78
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370626,0.00,0.0,80,70
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370627,0.00,0.0,83,64
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370628,0.00,0.0,84,56
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370629,0.00,0.0,77,58
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370630,0.00,0.0,77,47
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370701,0.00,0.0,81,53
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370702,0.00,0.0,87,57
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370703,0.06,0.0,89,60
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370704,0.04,0.0,89,66
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370705,0.00,0.0,91,61
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370706,0.00,0.0,91,66
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370707,0.00,0.0,94,64
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370708,0.00,0.0,95,63
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370709,0.00,0.0,93,68
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370710,0.00,0.0,98,70
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370711,0.00,0.0,91,74
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370712,0.12,0.0,85,68
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370713,0.00,0.0,86,71
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370714,2.55,0.0,89,68
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370715,0.76,0.0,90,67
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370716,0.00,0.0,86,68
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370717,0.00,0.0,78,56
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370718,0.00,0.0,81,57
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370719,0.00,0.0,83,63
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370720,0.00,0.0,86,60
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370721,0.00,0.0,86,60
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370722,0.00,0.0,88,63
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370723,0.14,0.0,86,67
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370724,0.08,0.0,78,60
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370725,0.14,0.0,74,62
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370726,0.00,0.0,76,53
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370727,0.00,0.0,82,51
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370728,0.00,0.0,86,63
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370729,0.00,0.0,86,55
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370730,0.09,0.0,88,63
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370731,0.00,0.0,87,64
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370801,0.00,0.0,89,65
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370802,0.02,0.0,85,69
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370803,0.40,0.0,86,71
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370804,0.00,0.0,86,66
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370805,0.00,0.0,89,57
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370806,0.00,0.0,90,67
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370807,0.00,0.0,93,68
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370808,0.83,0.0,88,70
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370809,0.00,0.0,87,67
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370810,0.00,0.0,86,70
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370811,0.00,0.0,80,69
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370812,0.00,0.0,82,61
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370813,0.00,0.0,84,61
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370814,0.00,0.0,88,62
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370815,0.00,0.0,92,66
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370816,0.00,0.0,97,67
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370817,0.00,0.0,87,72
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370818,0.04,0.0,82,67
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370819,0.75,0.0,82,68
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370820,1.21,0.0,78,70
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370821,0.00,0.0,80,65
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370822,0.00,0.0,78,55
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370823,0.00,0.0,81,58
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370824,0.00,0.0,86,63
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370825,0.00,0.0,88,66
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370826,0.00,0.0,87,66
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370827,0.00,0.0,90,66
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370828,0.00,0.0,89,65
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370829,0.00,0.0,90,63
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370830,0.00,0.0,92,66
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370831,0.00,0.0,91,69
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370901,0.00,0.0,93,71
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370902,0.00,0.0,95,70
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370903,0.00,0.0,92,68
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370904,0.28,0.0,81,64
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370905,0.00,0.0,75,55
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370906,0.00,0.0,80,51
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370907,0.00,0.0,82,53
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370908,0.00,0.0,87,55
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370909,0.00,0.0,90,58
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370910,1.38,0.0,78,65
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370911,0.00,0.0,78,51
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370912,0.21,0.0,68,53
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370913,0.00,0.0,68,42
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370914,0.00,0.0,82,45
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370915,0.00,0.0,72,49
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370916,0.00,0.0,62,35
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370917,0.00,0.0,74,38
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370918,0.00,0.0,80,55
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370919,0.00,0.0,65,41
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370920,0.00,0.0,73,36
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370921,0.00,0.0,90,46
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370922,0.00,0.0,93,56
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370923,0.00,0.0,86,63
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370924,0.50,0.0,78,54
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370925,0.00,0.0,60,44
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370926,0.00,0.0,63,33
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370927,0.00,0.0,64,36
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370928,0.12,0.0,58,45
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370929,0.00,0.0,74,44
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19370930,0.00,0.0,85,58
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371001,0.00,0.0,83,59
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371002,0.00,0.0,75,54
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371003,0.00,0.0,73,58
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371004,0.11,0.0,68,61
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371005,0.10,0.0,82,64
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371006,0.00,0.0,67,43
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371007,0.00,0.0,59,35
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371008,0.00,0.0,59,28
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371009,0.27,0.0,52,45
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371010,0.01,0.0,66,38
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371011,0.00,0.0,75,40
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371012,0.00,0.0,60,42
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371013,0.00,0.0,46,30
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371014,0.00,0.0,45,21
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371015,0.00,0.0,47,21
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371016,0.01,0.0,55,41
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371017,0.69,0.0,56,46
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371018,0.00,0.0,64,54
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371019,0.57,0.0,57,42
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371020,0.00,0.0,56,40
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371021,0.01,0.0,48,33
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371022,0.00,0.0,37,32
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371023,0.00,0.0,43,27
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371024,0.00,0.0,50,36
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371025,0.00,0.0,61,33
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371026,0.00,0.0,58,37
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371027,0.00,0.0,59,31
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371028,0.00,0.0,71,29
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371029,0.00,0.0,86,47
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371030,0.00,0.0,69,47
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371031,0.00,0.0,62,40
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371101,0.38,0.0,76,44
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371102,0.00,0.0,50,35
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371103,0.00,0.0,43,17
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371104,0.00,0.0,54,21
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371105,0.00,0.0,49,37
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371106,0.00,0.0,67,27
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371107,0.00,0.0,73,35
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371108,0.25,0.0,69,46
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371109,0.00,0.0,68,31
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371110,0.00,0.0,66,33
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371111,0.00,0.0,53,35
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371112,0.00,0.0,57,30
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371113,0.00,0.0,53,38
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371114,0.00,0.0,42,33
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371115,0.00,0.0,38,30
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371116,0.00,0.0,30,26
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371117,0.00,0.0,32,17
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371118,0.14,3.0,26,20
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371119,0.00,0.0,22,10
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371120,0.00,0.0,19,11
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371121,0.00,0.0,24,0
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371122,0.00,0.0,28,1
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371123,0.00,0.0,37,9
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371124,0.00,0.0,47,26
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371125,0.00,0.0,53,34
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371126,0.00,0.0,57,26
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371127,0.15,1.0,41,15
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371128,0.00,0.0,22,5
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371129,0.00,0.0,21,5
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371130,0.00,0.0,26,4
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371201,0.01,0.1,32,13
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371202,0.00,0.0,37,6
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371203,0.04,0.0,36,28
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371204,0.01,0.0,35,21
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371205,0.00,0.0,21,5
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371206,0.00,0.0,17,3
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371207,0.06,1.2,23,11
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371208,0.01,0.1,21,1
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371209,0.00,0.0,14,2
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371210,0.00,0.0,18,3
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371211,0.00,0.0,19,0
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371212,0.03,0.8,23,17
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371213,0.10,0.2,25,21
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371214,0.17,0.0,26,24
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371215,0.28,0.0,32,26
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371216,0.00,0.0,32,28
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371217,0.00,0.0,31,21
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371218,0.00,0.0,30,25
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371219,0.11,1.5,29,26
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371220,0.00,0.0,29,19
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371221,0.00,0.0,39,19
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371222,0.00,0.0,37,16
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371223,0.00,0.0,28,7
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371224,0.04,0.0,33,20
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371225,0.00,0.0,28,10
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371226,0.00,0.0,36,8
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371227,0.00,0.0,37,31
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371228,0.00,0.0,38,21
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371229,0.00,0.0,35,28
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371230,0.00,0.0,36,31
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19371231,0.00,0.0,47,34
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19380101,0.00,0.0,34,16
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19380102,0.00,0.0,25,7
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19380103,0.00,0.0,36,16
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19380104,0.00,0.0,40,15
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19380105,0.00,0.0,36,15
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19380106,0.00,0.0,29,12
GHCND:USC00134101,IOWA CITY IA US,unknown,41.666667,-91.55,19380107,0.00,0.0,13,2
